Managed Account;MAC;Device Name;IP Address;IPv6 Address;Device Type;Serial Number;Description;Active S/W Version;Duration;Status;Status Time;Status Time (Seconds);Height
Base Infrastructure;00:04:56:42:88:DA;43263-KPWM050;10.68.248.165;N/A;ePMP Force 300-19R SM;E6VG0C4XRHLN;SARDINATA_VDA SANTA ROSA;4.6.1-RC26;12d 1h 42m;Online;7d 21h 18m;681519;N/A
Base Infrastructure;00:04:56:42:2B:88;32291-VZVF779;10.71.55.226;N/A;ePMP Force 300-19R SM;E6VE08MK22QT;;4.6.1-RC26;12d 2h 16m;Online;0d 13h 27m;48480;N/A
Base Infrastructure;00:04:56:42:2A:68;32272-VZVF780;10.71.55.241;N/A;ePMP Force 300-19R SM;E6VE08GRKL1C;;4.6.1-RC26;12d 2h 42m;Online;2d 1h 30m;178219;N/A
Base Infrastructure;00:04:56:46:A8:AE;13382-ZCKE508;10.70.47.179;N/A;ePMP Force 300-19R SM;E6XD00RFSJH1;EL PASO_CGTO POTRERILLO;4.6.1-RC26;12d 17h 56m;Online;9d 0h 34m;779695;N/A
Base Infrastructure;00:04:56:46:40:6C;48966-HOQK010;10.67.207.85;N/A;ePMP Force 300-19R SM;E6XA09F2WH5G;48966-HOQK010_ORTEGA_VDA-LA-PRIMAVERA;4.6.1-RC26;12d 19h 35m;Online;0d 23h 58m;86285;N/A
Base Infrastructure;00:04:56:46:A5:7C;COR.Guacharacal_AP4;10.71.36.110;N/A;ePMP Force 300-19R AP;E6XD009SR32P;;4.6.1-RC26;12d 20h 15m;Online;0d 2h 11m;7867;N/A
Base Infrastructure;00:04:56:42:3A:BC;42178-ZCKE007;10.68.252.231;N/A;ePMP Force 300-19R SM;E6VE0DQXPB75;;4.6.1-RC26;12d 21h 6m;Online;12d 21h 10m;1113000;N/A
Base Infrastructure;00:04:56:42:26:BE;43264-ZGYO416;10.68.252.229;N/A;ePMP Force 300-19R SM;E6VE07Z4NQC7;;4.6.1-RC26;12d 21h 10m;Online;2d 20h 44m;247490;N/A
Base Infrastructure;58:C1:7A:73:01:F7;CES.La Loma_AP1;10.70.47.178;N/A;ePMP 3000L AP;E8XF0J51LGX1;13382-ZCKE508;4.6.1-RC26;12d 21h 42m;Online;1d 4h 54m;104073;N/A
Base Infrastructure;58:C1:7A:72:DC:BF;48439-ZCKE743_Espinal_Paso-Ancho;10.67.199.87;N/A;ePMP Force 300C SM;E8XF0DM5WL5F;48439-ZCKE743;4.6.1-RC26;12d 21h 49m;Offline;10d 7h 28m;890934;N/A
Base Infrastructure;58:C1:7A:73:03:14;NOR.Sardinata_AP2;10.68.252.230;N/A;ePMP 3000L AP;E8XF0J86M0JX;43264-ZGYO416, 42178-ZCKE007;4.6.1-RC26;12d 22h 2m;Online;5d 20h 41m;506485;N/A
Base Infrastructure;58:C1:7A:71:E8:21;13445-ZGYO705;10.70.41.19;N/A;ePMP Force 300C SM;E8XE038TMDZG;SAN MARTÍN_TERRAPLEN;4.6.1-RC26;12d 22h 13m;Online;0d 22h 27m;80848;N/A
Base Infrastructure;58:C1:7A:71:E6:DA;SUC.La Sierpe-AP5;10.71.54.134;N/A;ePMP Force 300C AP;;C.E. BOCA DE LAS MUJERES;4.6.1-RC14;12d 22h 24m;Online;3d 10h 19m;296355;N/A
Base Infrastructure;58:C1:7A:72:FF:C0;SUC.La Sierpe-AP4;10.71.54.136;N/A;ePMP 3000L AP;;C.E. EL REMOLINO, LA PLAZA, EL INDIO;4.6.1-RC14;12d 22h 36m;Online;3d 10h 19m;296357;N/A
Base Infrastructure;00:04:56:46:AE:AE;SND.CHARALA-AP4;10.68.253.137;N/A;ePMP Force 300-19R AP;E6XD01M1BSNN;46067-KPWM666;4.6.1-RC26;12d 23h 55m;Online;5d 1h 39m;437977;N/A
Base Infrastructure;00:04:56:46:45:54;SND.CHARALA-AP6;10.68.253.146;N/A;ePMP Force 300-19R AP;E6XA0B4038PH;45037-ZZZY489;4.6.1-RC26;13d 0h 10m;Online;13d 0h 0m;1123230;N/A
Base Infrastructure;58:C1:7A:72:EA:8A;NOR.LA Playa-AP3;10.68.253.76;N/A;ePMP 3000L AP;E8XF0FXD9NH0;;4.6.1-RC26;13d 0h 21m;Online;1d 5h 33m;106386;N/A
Base Infrastructure;58:C1:7A:72:EB:B0;NOR.La Playa_AP1;10.68.253.72;N/A;ePMP 3000L AP;E8XF0G1NX55M;;4.6.1-RC26;13d 0h 48m;Online;1d 5h 33m;106386;N/A
Base Infrastructure;00:04:56:42:2D:AA;32285-VZVF778;10.71.55.245;N/A;ePMP Force 300-19R SM;E6VE08XNJ8VL;;4.6.1-RC26;13d 1h 25m;Online;2d 1h 29m;178193;N/A
Base Infrastructure;00:04:56:46:AD:36;14714-KPWM191-BARRANCAS-LA GRANJ;10.70.94.163;N/A;ePMP Force 300-19R SM;E6XD01DRPXMF;14714-KPWM191;4.6.1-RC26;13d 2h 1m;Offline;9d 17h 25m;840323;N/A
Base Infrastructure;00:04:56:42:30:AA;ANT.Currulao_AP2;10.68.210.42;N/A;ePMP Force 300-19R AP;E6VE09CGQR9D;21971-HOQK280;4.6.1-RC26;13d 19h 10m;Offline;5d 20h 42m;506552;N/A
Base Infrastructure;58:C1:7A:FA:D0:E0;GUJ-PUERTOBOLIVAR;10.70.42.69;N/A;cnMatrix EX1010;XMXDMNHSKB8C;;4.1.0-300;13d 19h 20m;Online;13d 21h 12m;1199577;N/A
Base Infrastructure;00:04:56:46:E4:62;20110-HPQZ593;10.68.224.195;N/A;ePMP Force 300-19R SM;E6XF00KSVWTN;GIRARDOTA_VDA. LA HOLANDA PARTE ALTA;4.6.1-RC26;13d 19h 22m;Online;8d 2h 18m;699498;N/A
Base Infrastructure;00:04:56:42:22:E2;67841-VZVF872_MANAURE_SHURURE;10.70.44.243;N/A;ePMP Force 300-19R SM;E6VE07DNBG9S;67841-VZVF872;4.6.1-RC26;13d 19h 23m;Offline;0d 21h 16m;76567;N/A
Base Infrastructure;00:04:56:46:5B:C3;21141-HPQZ600;10.68.208.165;N/A;ePMP Force 300-19R SM;E6XB05PT3C0K;SAN CARLOS_CORRG EL JORDAN;4.6.2;13d 20h 55m;Online;8d 19h 45m;762326;N/A
Base Infrastructure;00:04:56:46:B0:A6;26483-KPWM272;10.68.241.5;N/A;ePMP Force 300-19R SM;E6XD01WFXM7J;RIOSUCIO-CENTRO ED;4.6.1-RC26;13d 21h 15m;Online;1d 23h 26m;170797;N/A
Base Infrastructure;00:04:56:42:9E:A2;37735-ZCKE617;10.70.92.198;N/A;ePMP Force 300-19R SM;E6VH03GQXX06;URIBIA_C CERRO DE LA TETA;4.6.1-RC26;13d 21h 39m;Online;0d 5h 28m;19740;N/A
Base Infrastructure;00:04:56:42:6D:C8;ANT.El Jordan_AP2;10.68.208.164;N/A;ePMP Force 300-19R AP;E6VG00B4TS55;21141-HPQZ600;4.6.2;13d 21h 58m;Online;10d 23h 49m;949752;N/A
Base Infrastructure;58:C1:7A:50:88:8A;37557-ZZZY755;10.70.41.167;N/A;ePMP Force 200 SM;E8XA0Z81B83W;;4.6.1-RC27;13d 22h 7m;Online;13d 22h 36m;1204586;N/A
Base Infrastructure;00:04:56:46:A7:F4;43138-ZIFV102;10.68.250.163;N/A;ePMP Force 300-19R SM;E6XD00NBLPB4;SALAZAR_VDA LA LAGUNA;4.6.1-RC26;13d 23h 6m;Online;10d 3h 7m;875232;N/A
Base Infrastructure;00:04:56:46:5F:03;41919-ZIFV872;10.68.254.207;N/A;ePMP Force 300-19R SM;E6XB065PDSPR;41919-ZIFV872_CENTRO EDUCATIVO LA ESPERANZA;4.6.1-RC26;13d 23h 12m;Online;13d 23h 7m;1206424;N/A
Base Infrastructure;00:04:56:42:87:8C;22507-ZGYO914;10.70.40.51;N/A;ePMP Force 300-19R SM;E6VG0BZCF8QC;CALLE_18_10_80;4.6.1-RC26;13d 23h 40m;Online;0d 16h 58m;61117;N/A
Base Infrastructure;00:04:56:46:A3:D0;COR.Planeta Rica-5_AP1;10.71.32.58;N/A;ePMP Force 300-19R AP;E6XD002N004C;;4.6.1-RC26;13d 23h 50m;Online;15d 0h 47m;1298838;N/A
Base Infrastructure;58:C1:7A:72:67:8A;31753-VZVF326;10.68.229.245;N/A;ePMP Force 300C SM;E8XF01JBSV25;31753_EL_ANCLAR;4.6.1-RC26;13d 23h 51m;Online;7d 19h 55m;676549;N/A
Base Infrastructure;58:C1:7A:71:8A:6C;COR.BuenosAires_AP6;10.71.39.28;N/A;ePMP 3000L AP;E8XB0DTT4PQH;;4.6.1-RC26;14d 0h 7m;Online;7d 1h 58m;611888;N/A
Base Infrastructure;00:04:56:46:AE:B8;70988-HPQZ097_ URIBIA_CGTO DE PU;10.70.95.39;N/A;ePMP Force 300-19R SM;E6XD01M69KC3;70988-HPQZ097;4.6.1-RC26;14d 0h 12m;Online;0d 5h 27m;19632;N/A
Base Infrastructure;00:04:56:46:5D:2D;47415-ZGYO445;10.71.55.167;N/A;ePMP Force 300-19R SM;E6XB05WVCHDC;47415-ZGYO445_Guaimaral_Palmito;4.6.1-RC26;14d 0h 23m;Online;5d 19h 50m;503445;N/A
Base Infrastructure;00:04:56:42:2A:70;32278-VZVF900;10.71.55.246;N/A;ePMP Force 300-19R SM;E6VE08GWFSJN;SAN JUAN DE LA CRUZ;4.6.1-RC26;14d 3h 1m;Online;2d 1h 8m;176916;N/A
Base Infrastructure;00:04:56:46:A8:14;47419-VZVF835;10.71.55.185;N/A;ePMP Force 300-19R SM;E6XD00NVT5ZN;47419-VZVF835_PALMITO_ARROYO ARE;4.6.1-RC26;14d 19h 6m;Online;2d 17h 24m;235491;N/A
Base Infrastructure;00:04:56:46:B1:6A;SUC.El palmito_AP3;10.71.55.184;N/A;ePMP Force 300-19R AP;E6XD020PK56P;;4.6.1-RC26;14d 19h 15m;Online;14d 19h 13m;1278801;N/A
Base Infrastructure;00:04:56:46:45:AC;21384-ZIFV806;10.68.208.251;N/A;ePMP Force 300-19R SM;E6XA0B5G1MZX;SAN ROQUE_CRISTALES;4.6.2;14d 19h 23m;Online;9d 1h 54m;784441;N/A
Base Infrastructure;00:04:56:46:AE:E8;GUJ.Puerto Estrella_AP5;10.70.95.38;N/A;ePMP Force 300-19R AP;E6XD01N021NS;70988-HPQZ097;4.6.1-RC26;14d 21h 11m;Online;6d 21h 30m;595801;N/A
Base Infrastructure;58:C1:7A:4D:4C:24;32270-VZVF967;10.71.55.242;N/A;ePMP Force 200 SM;E8WJ0950P8B8;CARRETAL;4.6.2;15d 0h 14m;Online;2d 1h 30m;178219;N/A
Base Infrastructure;58:C1:7A:72:6C:F1;36902-ZGYO625;10.67.205.132;N/A;ePMP Force 300C SM;E8XF021PWPZD;36902-ZGYO625_PAICOL_LAS_ORQUIDE;4.6.1-RC26;15d 0h 29m;Offline;9d 23h 32m;862328;N/A
Base Infrastructure;00:04:56:46:3E:2E;67828-ZIFV701;10.71.55.232;N/A;ePMP Force 300-19R SM;E6XA093HHG7T;;4.6.1-RC26;15d 1h 27m;Online;2d 1h 30m;178213;N/A
Base Infrastructure;00:04:56:46:A4:36;22147-ZGYO175;10.68.208.218;N/A;ePMP Force 300-19R SM;E6XD004C430D;22147-ZGYO175_C.E.R LUIS MARIA C;4.6.1-RC26;15d 1h 27m;Online;1d 1h 25m;91538;N/A
Base Infrastructure;00:04:56:46:AB:28;49531-HOQK293-Venadillo-La_Sierr;10.66.102.249;N/A;ePMP Force 300-19R SM;E6XD0140VGPG;49531-HOQK293;4.6.1-RC26;15d 3h 57m;Online;14d 2h 24m;1218282;N/A
Base Infrastructure;00:04:56:46:A8:78;30420-ZZZY108;10.70.46.47;N/A;ePMP Force 300-19R SM;;BOSCONIA_VEREDA SAN FERNANDO;4.6.1-RC14;15d 19h 38m;Online;4d 18h 46m;413189;N/A
Base Infrastructure;00:04:56:46:B1:24;26570-HPQZ220;10.68.244.21;N/A;ePMP Force 300-19R SM;E6XD01ZJ90HJ;SAN JOSÉ_VEREDA ALTOMIRA;4.6.1-RC26;15d 21h 31m;Online;9d 4h 10m;792650;N/A
Base Infrastructure;58:C1:7A:72:DD:94;21605-ZIFV811-EL SANTUARIO-CER C;10.68.215.13;N/A;ePMP Force 300C SM;E8XF0DPJF2DN;21605-ZIFV811;4.6.1-RC26;15d 21h 54m;Offline;14d 11h 28m;1250912;N/A
Base Infrastructure;00:04:56:46:A6:0C;46545-HPQZ242;10.68.253.243;N/A;ePMP Force 300-19R SM;E6XD00D65QKM;SAN GIL_VEREDA EL VOLADOR;4.6.1-RC26;15d 23h 41m;Online;0d 15h 37m;56275;N/A
Base Infrastructure;00:04:56:42:3F:E8;21885-ZGYO191;10.68.224.27;N/A;ePMP Force 300-19R SM;E6VE0FH073N6;TURBO_B.SAN JOAQUIN CRA 9A CLL28.;4.6.1-RC26;15d 23h 59m;Online;7d 19h 3m;673437;N/A
Base Infrastructure;00:04:56:46:4F:F8;I.E.NORMANDIA;10.67.207.80;N/A;ePMP Force 300-19R SM;E6XA0CMD25BM;49367-ZCKE707;4.6.1-RC26;16d 0h 4m;Online;15d 19h 58m;1367896;N/A
Base Infrastructure;00:04:56:46:5D:1D;49370-ZCKE690_SALDANA_VDAJABALCO;10.67.207.81;N/A;ePMP Force 300-19R SM;E6XB05WLV8MK;49370-ZCKE690;4.6.1-RC26;16d 0h 6m;Online;14d 19h 46m;1280767;N/A
Base Infrastructure;00:04:56:46:AC:D2;CES.BOSCONIA2-AP4;10.70.46.46;N/A;ePMP Force 300-19R AP;;30420-ZZZY108;4.6.1-RC14;16d 20h 56m;Online;0d 12h 21m;44464;N/A
Base Infrastructure;00:04:56:46:A4:AC;46542-HPQZ143;10.68.250.18;N/A;ePMP Force 300-19R SM;E6XD006BGQJR;SAN GIL_VEREDA ALTO ENCINAL;4.6.2;17d 22h 39m;Online;0d 5h 28m;19694;N/A
Base Infrastructure;58:C1:7A:FE:A1:C0;GUJ-Galan;10.70.41.190;N/A;cnMatrix EX1010;XMXGMT623MQZ;;4.1.0-300;18d 1h 55m;Online;0d 4h 3m;14610;N/A
Base Infrastructure;00:04:56:46:AB:44;30363-ZGYO972_Magdalena_BTS MAG.;10.70.89.2;N/A;ePMP Force 300-19R AP;E6XD014GJP4H;30363-ZGYO972;4.6.1-RC26;18d 15h 8m;Online;1d 0h 2m;86532;N/A
Base Infrastructure;00:04:56:42:70:28;47156-HPQZ013;10.71.53.27;N/A;ePMP Force 300-19R SM;E6VG00N86NK9;GALERAS_CORREGIMIENTO BARAYA;4.6.1-RC26;18d 17h 14m;Online;7d 19h 57m;676624;N/A
Base Infrastructure;00:04:56:42:9D:72;SUC.Punta de Blanco_AP5;10.71.53.26;N/A;ePMP Force 300-19R AP;E6VH039N9XVW;;4.6.1-RC14;18d 18h 36m;Online;0d 2h 32m;9164;N/A
Base Infrastructure;58:C1:7A:71:92:4B;36675-ZZZY818;10.67.202.23;N/A;ePMP Force 300C SM;E8XB0GMBGDVC;36675-ZZZY818;4.6.0.1;18d 20h 32m;Online;17d 23h 1m;1551684;N/A
Base Infrastructure;58:C1:7A:71:E2:C0;26473-ZZZY102;10.68.247.229;N/A;ePMP Force 300C SM;E8XE02RJ34WV;;4.6.1-RC26;18d 21h 3m;Online;16d 1h 44m;1388653;N/A
Base Infrastructure;00:04:56:42:9E:CC;SND.San Gil - AP1;10.68.250.17;N/A;ePMP Force 300-19R AP;E6VH03HF4DJG;;4.6.1-RC26;18d 21h 13m;Online;0d 1h 33m;5637;N/A
Base Infrastructure;58:C1:7A:72:44:C5;CES.Pavitas_AP1;10.70.42.249;N/A;ePMP Force 300C AP;E8XE0F5P9KJN;;4.6.1-RC26;18d 22h 6m;Online;0d 12h 27m;44849;N/A
Base Infrastructure;00:04:56:46:AD:CA;57055-HPQZ200-SAN_JOSE-LOS_CAIMO;10.68.240.35;N/A;ePMP Force 300-19R SM;E6XD01H78TQH;57055-HPQZ200;4.6.1-RC26;18d 22h 10m;Online;16d 20h 11m;1455077;N/A
Base Infrastructure;00:04:56:46:A4:CC;30363-ZGYO972;10.70.89.3;N/A;ePMP Force 300-19R SM;E6XD006VF03N;ASTREA_VDA LA ESTACION;4.6.1-RC26;18d 23h 48m;Online;0d 17h 27m;62841;N/A
Base Infrastructure;00:04:56:46:A4:9C;CAD.SAN_JOSE_AP7;10.68.240.34;N/A;ePMP Force 300-19R AP;E6XD00627T95;57055-HPQZ200_SAN_JOSE_LOS-CAIMOS;4.6.1-RC26;19d 1h 58m;Online;1d 20h 55m;161713;N/A
Base Infrastructure;00:04:56:46:40:22;26871-ZIFV089;10.68.246.233;N/A;ePMP Force 300-19R SM;E6XA09CTM9S7;26871-ZIFV089_ESCUELA_NUEVA_BAJO;4.6.2;19d 2h 19m;Online;19d 2h 12m;1649530;N/A
Base Infrastructure;00:04:56:46:3F:64;48012-VZVF296;10.66.102.3;N/A;ePMP Force 300-19R SM;E6XA098NKQZR;ATACO_SANTIAGO PEREZ;4.6.1-RC26;19d 2h 54m;Online;7d 19h 34m;675281;N/A
Base Infrastructure;00:04:56:46:47:E6;TOL.Santiago_AP4;10.66.102.2;N/A;ePMP Force 300-19R AP;E6XA0BGZWDVW;48012-VZVF296;4.6.1-RC26;19d 3h 6m;Online;0d 4h 59m;17993;N/A
Base Infrastructure;00:04:56:46:3D:D0;32317-VZVF777;10.71.55.243;N/A;ePMP Force 300-19R SM;E6XA091XQ2VN;32317-VZVF777;4.6.1-RC26;19d 3h 24m;Online;2d 1h 30m;178226;N/A
Base Infrastructure;00:04:56:46:3E:3A;48547-KPWM953_SEDE PARAMILLO;10.67.196.45;N/A;ePMP Force 300-19R SM;E6XA093PG127;48547-KPWM953_SEDE PARAMILLO;4.6.1;19d 14h 38m;Online;2d 3h 17m;184621;N/A
Base Infrastructure;58:C1:7A:71:15:DA;TOL.La Sierra_AP3;10.66.102.248;N/A;ePMP 3000 AP;E8XA0SWRJKMS;49531-HOQK293;4.6.1-RC26;19d 19h 0m;Online;8d 1h 46m;697589;N/A
Base Infrastructure;58:C1:7A:72:6C:FA;73965-ZIFV140_RIOHACHA_COMUNIDAD;10.70.41.153;N/A;ePMP Force 300C SM;E8XF021SNVWR;73965-ZIFV140;4.6.1-RC26;19d 20h 33m;Online;0d 1h 21m;4884;N/A
Base Infrastructure;00:04:56:46:61:97;47237-ZGYO419;10.71.54.101;N/A;ePMP Force 300-19R SM;;LOS PALMITOS_CORREG SABANAS DE BELTRAN;4.6.1-RC14;19d 21h 31m;Online;4d 22h 1m;424872;N/A
Base Infrastructure;58:C1:7A:72:3D:5A;19132-ZCKE955;10.68.213.85;N/A;ePMP Force 300C SM;E8XE0DGL5888;BETANIA_VDA LA FLORIDA;4.6.1-RC26;19d 21h 44m;Online;7d 12h 13m;648784;N/A
Base Infrastructure;00:04:56:46:A3:A6;47567-ZZZY236;10.71.53.99;N/A;ePMP Force 300-19R SM;E6XD001Z6WD8;;4.6.1-RC26;19d 22h 0m;Online;19d 22h 1m;1720868;N/A
Base Infrastructure;58:C1:7A:71:E9:F5;20923-ZZZY430;10.68.227.207;N/A;ePMP Force 300C SM;E8XE03G1B1VM;D.E.R_Santiago Ber_1;4.6.1-RC26;19d 22h 44m;Offline;16d 13h 38m;1431485;N/A
Base Infrastructure;00:04:56:46:A6:10;SUC.Sabanas de Beltran_47237-ZGY;10.71.54.100;N/A;ePMP Force 300-19R AP;E6XD00D8W9WX;47237-ZGYO419;4.6.1;19d 22h 50m;Online;1d 14h 7m;137257;N/A
Base Infrastructure;00:04:56:46:46:7A;36942-VZVF853;10.67.200.227;N/A;ePMP Force 300-19R SM;;PALERMO_VDA SAN MIGUEL;4.6.1-RC14;19d 23h 20m;Online;8d 20h 45m;765956;N/A
Base Infrastructure;00:04:56:46:40:70;13171-ZCKE1111-MAJAGUAL-EL NARAN;10.71.50.154;N/A;ePMP Force 300-19R SM;E6XA09F4B09H;13171-ZCKE1111;4.6.1-RC26;20d 0h 2m;Offline;12d 19h 13m;1106024;N/A
Base Infrastructure;58:C1:7A:73:05:FC;CAD.Aguadas-3;10.68.240.210;N/A;ePMP 3000L AP;E8XF0JJG1V0C;;4.6.1-RC26;20d 0h 14m;Online;0d 14h 58m;53935;N/A
Base Infrastructure;58:C1:7A:71:2A:6A;TOL_Frias_AP3;10.67.204.29;N/A;ePMP 3000 AP;E8XA0ZSZ6JNN;48721-ZGYO357;4.6.1-RC26;20d 1h 41m;Online;2d 6h 34m;196475;N/A
Base Infrastructure;58:C1:7A:71:E5:5D;CAD.Arma-AP2;10.68.247.7;N/A;ePMP Force 300C AP;E8XE030Z47K6;CAD.Arma-AP2;4.6.1-RC26;20d 17h 14m;Offline;1d 20h 54m;161650;N/A
Base Infrastructure;58:C1:7A:71:92:6F;32329-HOQK021;10.71.33.53;N/A;ePMP Force 300C SM;E8XB0GMQNW68;;4.6.1-RC26;20d 19h 11m;Offline;2d 0h 14m;173650;N/A
Base Infrastructure;58:C1:7A:73:03:AD;COR.Sotavento_AP2;10.71.55.244;N/A;ePMP 3000L AP;E8XF0J9WT3PX;32329-HOQK021, 32270-VZVF967, 32272-VZVF780, 32278-VZVF900, 32285-VZVF778, 32291-VZVF779, 32316-KPWM528, 32317-VZVF777, 67828-ZIFV701, 32306-HOQK371;4.6.1-RC26;20d 19h 59m;Online;0d 13h 30m;48605;N/A
Base Infrastructure;58:C1:7A:72:3E:E0;30750-ZGYO810;10.70.41.197;N/A;ePMP Force 300C SM;E8XE0DLXHJ62;30750-ZGYO810;4.6.1-RC26;20d 20h 53m;Online;1d 9h 2m;118969;N/A
Base Infrastructure;00:04:56:46:A7:48;SUC.San Benito Abad_AP4;10.71.52.232;N/A;ePMP Force 300-19R AP;E6XD00KG783M;47456-ZZZY544_LA_CEIBA;4.6.1-RC26;20d 22h 9m;Online;0d 2h 31m;9114;N/A
Base Infrastructure;00:04:56:46:A5:5C;30352-ZZZY203;10.70.47.59;N/A;ePMP Force 300-19R SM;E6XD00983MJ6;30352-ZZZY203_VDA LA PUERTA;4.6.1;21d 16h 46m;Online;9d 19h 13m;846782;N/A
Base Infrastructure;00:04:56:46:A3:52;CES.Arjona_AP4;10.70.47.58;N/A;ePMP Force 300-19R AP;E6XD000KWFTZ;CES.Arjona_AP4;4.6.1-RC26;21d 17h 15m;Online;1d 9h 51m;121879;N/A
Base Infrastructure;58:C1:7A:72:1B:34;30427-HOQK966;10.70.41.117;N/A;ePMP Force 300C SM;E8XE08FD6D9S;CHIMICHAGUA_BETEL;4.6.1-RC26;21d 21h 30m;Online;8d 23h 30m;775827;N/A
Base Infrastructure;58:C1:7A:72:68:CB;COR.tierra adentro_AP3;10.71.35.136;N/A;ePMP Force 300C AP;E8XF01MWHDVL;31810-ZZZY322;4.6.1-RC26;21d 22h 27m;Online;4d 21h 55m;424522;N/A
Base Infrastructure;00:04:56:46:AF:98;45820-ZZZY674;10.68.249.139;N/A;ePMP Force 300-19R SM;E6XD01QXZXQ3;LA PAZ_VEREDA TROCHAS;4.6.2;22d 0h 30m;Online;7d 2h 24m;613470;N/A
Base Infrastructure;58:C1:7A:FE:83:60;GUJ-JAGUA-DEL-PILAR;10.70.46.126;N/A;cnMatrix EX1010;XMXGMSWXJLX1;;3.2-b2;22d 22h 29m;Online;22d 22h 56m;1983405;N/A
Base Infrastructure;00:04:56:42:3E:3C;ANT.Guacas_AP1;10.68.208.250;N/A;ePMP Force 300-19R AP;E6VE0F7V2P87;21384-ZIFV806;4.6.2;24d 22h 8m;Online;14d 19h 26m;1279569;N/A
Base Infrastructure;58:C1:7A:71:E3:D4;ANT.Cisneros_AP1;10.68.230.162;N/A;ePMP Force 300C AP;E8XE02VLK6LC;;4.6.1-RC26;24d 22h 23m;Online;2d 4h 41m;189682;N/A
Base Infrastructure;58:C1:7A:71:5F:42;Tol.El-Vergel_AP2;10.67.207.70;N/A;ePMP 3000 AP;;48966-HOQK010,70748_ZGYO360,48881-HOQK031;4.6.1-RC14;25d 0h 17m;Online;0d 3h 28m;12533;43 Meters
Base Infrastructure;00:04:56:46:5C:35;SND:Miralindo;10.68.249.138;N/A;ePMP Force 300-19R AP;E6XB05RQFWVB;;4.6.2;25d 19h 10m;Online;1d 18h 44m;153871;N/A
Base Infrastructure;58:C1:7A:71:97:8B;COR.tierra adentro_AP1;10.71.35.132;N/A;ePMP Force 300C AP;E8XB0H48XPNK;32094-ZZZY229;4.6.1-RC26;25d 20h 12m;Online;1d 3h 25m;98723;N/A
Base Infrastructure;00:04:56:DB:0A:4C;GUJ.Cerro la Teta_AP1;10.70.93.88;N/A;ePMP 2000 AP;E6WM0BP9HBQS;;4.6.0.1;25d 20h 18m;Online;3d 23h 41m;344491;N/A
Base Infrastructure;00:04:56:42:6F:B6;COR.Los Limones_AP4;10.71.37.85;N/A;ePMP Force 300-19R AP;E6VG00LCJWTW;;4.6.1-RC26;25d 20h 36m;Online;0d 15h 35m;56144;N/A
Base Infrastructure;00:04:56:46:A6:32;31623-HOQK597;10.71.39.26;N/A;ePMP Force 300-19R SM;E6XD00DTH940;LORICA_EL LAZO;4.6.1;25d 20h 42m;Online;14d 21h 13m;1286004;N/A
Base Infrastructure;58:C1:7A:71:F7:5D;CES.Pueblito_AP3;10.70.41.116;N/A;ePMP 3000 AP;E8XE04N3GWX2;;4.6.2;25d 21h 34m;Online;1d 7h 1m;111711;N/A
Base Infrastructure;00:04:56:46:A7:4E;32068-ZCKE513;10.71.35.99;N/A;ePMP Force 300-19R SM;E6XD00KKT9CT;PUERTO LIBERTADOR_VDA COROZALITO;4.6.1-RC26;25d 22h 7m;Online;8d 21h 24m;768275;N/A
Base Infrastructure;00:04:56:46:40:4A;47587-HOQK179;10.71.52.156;N/A;ePMP Force 300-19R SM;E6XA09DHLVV6;47587-HOQK179_San Onofre_CENTRO EDUCATIVO COMANDANCIA;4.6.1-RC26;25d 22h 12m;Offline;0d 10h 34m;38046;N/A
Base Infrastructure;00:04:56:27:EB:D3;73776-KPWM124;10.70.93.85;N/A;ePMP Force 300C SM;E8WM0K5WQJBS;URIBIA_RANCHERIA OROCHON VD SECTOR OROCHON;4.6.1-RC26;25d 23h 56m;Offline;15d 17h 35m;1359301;N/A
Base Infrastructure;00:04:56:46:A8:B2;ANT.TUNE-2 AP1;10.68.224.194;N/A;ePMP Force 300-19R AP;E6XD00RH38MG;20110-HPQZ593;4.6.1;26d 0h 0m;Online;12d 1h 12m;1041169;N/A
Base Infrastructure;00:04:56:46:A6:7A;COR.Puerto Libertador_AP4;10.71.35.98;N/A;ePMP Force 300-19R AP;E6XD00G19C3H;32068-ZCKE513;4.6.1-RC26;26d 0h 0m;Online;0d 11h 22m;40954;N/A
Base Infrastructure;00:04:56:46:A3:48;31640-ZGYO799;10.71.39.214;N/A;ePMP Force 300-19R SM;E6XD000D11CV;LORICA_VDA NO LO CREEN;4.6.1-RC26;26d 0h 8m;Offline;0d 16h 38m;59901;N/A
Base Infrastructure;00:04:56:46:A4:5E;48515-ZCKE751;10.67.196.53;N/A;ePMP Force 300-19R SM;E6XD0051D3CJ;48515-ZCKE751_FRESNO_PALENQUE;4.6.2;26d 0h 9m;Offline;2d 15h 9m;227366;N/A
Base Infrastructure;00:04:56:42:9D:7C;SUC.Sabanas de Beltran_AP4;10.71.54.112;N/A;ePMP Force 300-19R AP;E6VH039TD7Q2;-47382;4.6.1-RC26;26d 0h 27m;Online;3d 23h 4m;342272;N/A
Base Infrastructure;00:04:56:DB:0A:88;GUJ.Cerro la Teta_AP6;10.70.93.90;N/A;ePMP 2000 AP;E6WM0BQ93P4F;73776-KPWM124, 73775-ZZZY018, 37735-ZCKE617;4.6.0.1;26d 0h 56m;Offline;0d 3h 38m;13085;N/A
